Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8e4b076e-c557-b80e-033d-6a07fdf57ce1,1998-09-06,,999-71-3553,S99957519,X78347050X,Mr.,Benny518,,Ruecker817,,,,asian,nonhispanic,M,Seoul  Seoul  KR,313 Turner Rapid,Sagamore,Massachusetts,Barnstable County,25001,02561,41.779393700216765,-70.49537472453676,91532.14,4596.71,82087
0d32d9dc-9d45-08a9-ea98-6f44bb5a312f,2003-09-27,,999-28-1240,S99961406,X36283468X,Ms.,Albert312,Caroll955,Braun514,,,,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,149 Christiansen Grove Unit 7,Lowell,Massachusetts,Middlesex County,25017,01851,42.662366047396475,-71.33628468461495,655401.70,340821.84,60115
4c095c47-9989-8f4b-29e9-b1ebd3848ce5,1977-07-28,,999-87-2944,S99987359,X52554062X,Mr.,Glen190,,Nienow652,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,327 Anderson Green Suite 82,Peabody,Massachusetts,Essex County,25009,01940,42.579563667996375,-71.016935279972,13879.92,140687.91,17799
33acd4df-5cf2-61db-5e02-5020b0c2a3ac,1967-06-01,,999-66-4406,S99915962,X60056536X,Mrs.,Malka46,Laurine214,Armstrong51,,Hahn503,M,white,nonhispanic,F,Boston  Massachusetts  US,556 Koss Flat,Wakefield,Massachusetts,Middlesex County,25009,01940,42.464924131218666,-71.08189321832326,1016516.70,400093.60,112974
31e6ee59-68cb-c81a-bb38-14684f932702,2016-08-23,,999-15-9680,,,,Setsuko288,,Runte676,,,,white,nonhispanic,F,Pittsfield  Massachusetts  US,860 Rodriguez Byway,Fitchburg,Massachusetts,Worcester County,25027,01420,42.58622737429838,-71.83896742157341,21064.29,7754.93,34979
7c97c254-d542-13b5-1ab0-2b0fcd63654b,1964-01-26,,999-52-4977,S99922009,X61768653X,Mrs.,Grayce293,,Herzog843,,Prohaska837,W,asian,nonhispanic,F,Boston  Massachusetts  US,258 Green Knoll,Boston,Massachusetts,Suffolk County,25025,02151,42.30768531281956,-71.0534287350136,26480.12,1051516.41,21750
adf86408-d0a1-e61a-22fe-4fc5e84956b4,1991-02-23,,999-41-9423,S99949182,X86424877X,Mrs.,Silvia880,Dana512,Labadie908,,Rice937,M,hawaiian,nonhispanic,F,Chicopee  Massachusetts  US,716 Johnston Annex Apt 0,Watertown,Massachusetts,Middlesex County,25017,02472,42.39902362584791,-71.1282637580243,182935.93,282591.40,138392
96fe6d88-8ede-6fe1-9eca-f30198b1e6db,1975-05-31,,999-89-4454,S99962550,X56728037X,Mrs.,Marilee479,Terica746,Mertz280,,Crona259,M,native,nonhispanic,F,Bellingham  Massachusetts  US,611 Johnson Common,Brockton,Massachusetts,Plymouth County,25023,02301,42.102665290983914,-70.94888712319565,179144.97,546540.17,24414
3dd59aa2-4792-4bda-5063-968db110cb72,1951-08-13,2008-06-10,999-25-6887,S99994153,X40120897X,Mr.,Guy979,Avery919,Heller342,,,M,white,nonhispanic,M,Marblehead  Massachusetts  US,437 Walsh Key Suite 26,Newton,Massachusetts,Middlesex County,25017,02465,42.314846039624165,-71.16011138538683,36560.06,197293.28,180980
4fe96e0b-8a04-434b-ad0f-904257728e71,1999-10-21,,999-92-9430,S99994904,X77616762X,Ms.,Belia417,Mercedes82,Okuneva707,,,,white,hispanic,F,Easthampton  Massachusetts  US,603 Heathcote Passage Unit 76,Springfield,Massachusetts,Hampden County,25013,01199,42.05827394067899,-72.56611377943952,18228.98,89910.89,24174
1134cdb4-432c-9599-5713-b85c6491b09e,1951-01-04,,999-99-9483,S99961726,X62715629X,Ms.,Nancee600,Cherly215,Cassin499,,,S,white,nonhispanic,F,Wakefield  Massachusetts  US,688 Kemmer Extension Unit 16,Dartmouth,Massachusetts,Bristol County,,00000,41.58389326672186,-70.9465502972343,658073.00,542967.77,113199
4838b1c1-e6d2-c179-2e3f-a0c2c72e6ac3,1996-09-24,,999-64-1151,S99949012,X37880477X,Ms.,Ashanti808,Maureen515,Ratke343,,,,white,nonhispanic,F,Boston  Massachusetts  US,668 Hand Heights,Boston,Massachusetts,Suffolk County,25025,02122,42.358197023603914,-71.03432453950056,12579.97,477542.11,4823
71c98f64-0466-31c0-3e7d-55d4aef2add7,1982-09-09,,999-42-2249,S99960689,X73851489X,Mrs.,Francina926,Susy776,Grant908,,Nicolas769,M,white,nonhispanic,F,Merrimac  Massachusetts  US,728 Muller Way,Boston,Massachusetts,Suffolk County,25025,02113,42.32254373087339,-71.10504175395629,300216.82,1086241.31,162276
3fdaafd4-1bc0-af1e-1237-b83faa63a952,1965-05-30,2016-07-16,999-31-7667,S99930437,X88154758X,Ms.,Marlyn309,Elane105,Stamm704,,,S,white,nonhispanic,F,Boston  Massachusetts  US,952 Ziemann Course,New Bedford,Massachusetts,Bristol County,25005,02747,41.731056953546435,-70.92523554613852,1273617.24,928143.39,79281
39346f71-7fe4-0579-8c81-77f0c1c7f3c3,1961-08-24,,999-14-8408,S99921633,X80736260X,Mr.,Grant908,Calvin845,Bednar518,,,M,white,nonhispanic,M,West Springfield  Massachusetts  US,331 Jakubowski Heights Apt 6,Chicopee,Massachusetts,Hampden County,25013,01013,42.19173673191605,-72.52864793275056,14207.13,171786.39,9708
f5f5240b-296c-f27d-9a93-4258c9c3518a,1963-08-23,,999-60-4713,S99990075,X74111669X,Mr.,Santiago500,Tyree261,Schneider199,,,M,white,nonhispanic,M,Boston  Massachusetts  US,216 Mertz Union,North Attleborough,Massachusetts,Bristol County,,00000,42.013590779371896,-71.36169445117287,132792.31,55651.80,107258
ecb5159f-2a31-4976-182a-49887371052a,1951-08-13,,999-86-3727,S99970168,X45960255X,Mr.,Kendall673,Kelvin159,Sawayn19,,,S,white,nonhispanic,M,Lowell  Massachusetts  US,530 Hand Skyway,Newton,Massachusetts,Middlesex County,25017,02460,42.28087874583375,-71.27071973517725,102529.06,190591.39,180980
593e3e17-ace7-d5d0-a785-2ffb6aed7dc0,1955-01-18,,999-65-2830,S99993490,X14468181X,Mrs.,Kelsie51,Karen597,Stark857,,Thompson596,W,white,nonhispanic,F,Hudson  Massachusetts  US,319 Funk Wall Apt 33,Boston,Massachusetts,Suffolk County,25025,02163,42.37087867170066,-71.01597022239515,530723.70,110928.73,78275
e9ade461-f4c7-0d72-221f-c05f63a48a22,1976-01-28,,999-80-5032,S99951693,X78975466X,Mrs.,Bernarda685,Joannie32,Douglas31,,Pfeffer420,M,white,nonhispanic,F,Malden  Massachusetts  US,1089 Nitzsche Bay Apt 60,New Bedford,Massachusetts,Bristol County,25005,02743,41.69860732295818,-70.92461601340652,1132027.18,313639.72,120023
e682b35d-99e8-37d5-d0c4-bf348b3989a6,2017-05-06,,999-60-8820,,,,Emmy828,Hope196,Goodwin327,,,,white,hispanic,F,Revere  Massachusetts  US,857 Lind Run,Haverhill,Massachusetts,Essex County,25009,01832,42.787892773441754,-71.092076932524,10583.21,0.00,91718
49a1a3f3-7cb1-8b24-d9aa-1db8f720016f,1965-05-30,,999-40-7700,S99920107,X77149253X,Mrs.,Mara755,Tia76,Ondricka197,,Ward668,W,white,nonhispanic,F,North Attleborough  Massachusetts  US,412 Raynor Trafficway,New Bedford,Massachusetts,Bristol County,25005,02740,41.633184589267884,-71.03840122892423,728407.01,361931.87,79281
dc19258b-c4be-169c-acab-bed3a7874faf,2023-02-24,,999-49-5877,,,,Fanny438,,Schulist381,,,,white,nonhispanic,F,Boston  Massachusetts  US,984 Bayer Grove Apt 86,Framingham,Massachusetts,Middlesex County,25017,01701,42.26786454192435,-71.39566804328099,350.00,6055.32,2321
93dcff9d-4bc2-6924-abab-6ced472836f5,1967-11-27,,999-11-7201,S99960765,X83135001X,Mrs.,Mitsue965,Virginia437,Simonis280,,Kris249,D,black,nonhispanic,F,Weymouth  Massachusetts  US,843 Moore Loaf Apt 40,Wareham,Massachusetts,Plymouth County,,00000,41.79575911229262,-70.67365301986956,320670.28,672601.23,164163
203c27d6-b85d-ab53-5ca2-088edcd10491,1959-08-22,,999-98-6120,S99942898,X49922806X,Ms.,Elina789,Dolores502,Huel628,,,S,white,hispanic,F,Bolton  Massachusetts  US,143 Trantow Wall Unit 5,Scituate,Massachusetts,Plymouth County,25023,02066,42.15722003560438,-70.78167517510505,763565.42,1627639.82,34238
ed944d11-e483-a41d-6142-5ddde66e9039,1954-06-11,,999-96-2391,S99945301,X73741979X,Mrs.,Florrie453,Karol905,Kertzmann286,,Lang846,M,white,nonhispanic,F,Southbridge  Massachusetts  US,300 Dickinson Approach,Norwood,Massachusetts,Norfolk County,25021,02062,42.14774328731454,-71.14763236133987,1083873.11,481939.50,75283
49b30c39-feb9-54ac-cdef-f96acb92ee96,1999-08-30,,999-59-3147,S99931423,X42469448X,Ms.,Danette111,Velma961,Barrows492,,,,white,nonhispanic,F,Quincy  Massachusetts  US,879 Stroman Boulevard Suite 68,Peabody,Massachusetts,Essex County,25009,01940,42.516333706144714,-71.08478254463427,119328.66,729429.26,94860
403d0598-bb09-f9d6-cd35-c7528f9c7c1c,2010-04-25,,999-65-4201,,,,Janeen273,Robin66,Ward668,,,,white,nonhispanic,F,Rochester  Massachusetts  US,467 Stokes Arcade,Malden,Massachusetts,Middlesex County,25017,02148,42.38661031210381,-71.10631098019923,36564.83,18249.17,68876
a324d30c-2de6-dccd-5097-05c049d79fdc,1993-06-16,,999-19-2126,S99919760,X21455936X,Mrs.,Alejandra902,Rebeca548,Cisneros174,,Jasso472,M,white,hispanic,F,Bogota  Bogota  CO,566 Koelpin Flat,Leominster,Massachusetts,Worcester County,25027,01420,42.48628366201184,-71.72960870842881,163247.54,998962.34,68030
e0fd7323-f1ec-42d7-838c-f68c7a7f5b8b,1999-02-08,,999-17-2473,S99964520,X33670466X,Mr.,Franklyn361,Brad867,Volkman526,,,,white,nonhispanic,M,Lexington  Massachusetts  US,395 Bartell Skyway Apt 36,Springfield,Massachusetts,Hampden County,25013,01128,42.08925231658453,-72.51931733094423,9881.86,198940.85,12664
2a9b19d7-a7cf-f8ef-ba5e-3f38d6158036,1991-10-10,,999-67-6213,S99992059,X375899X,Mr.,Walker122,Brian582,McCullough561,,,S,white,nonhispanic,M,Salisbury  Massachusetts  US,991 Jerde Skyway Unit 65,Hopkinton,Massachusetts,Middlesex County,25017,01748,42.18983503974574,-71.52768104331886,76989.38,0.00,74954
26b35a36-0d2b-1c9a-f7d0-888e9a9c5539,1995-08-26,,999-76-6953,S99982537,X73746678X,Mrs.,Bridgette172,Denyse846,Bauch723,,Schmitt836,M,black,nonhispanic,F,Mattapoisett  Massachusetts  US,179 Dickens Spur Suite 2,Middleborough Center,Massachusetts,Plymouth County,,00000,41.87217485021532,-70.97108254236605,11773.04,172566.57,17814
9a5bfba6-648c-aaef-ba9a-27093d55b751,1956-01-28,2022-10-28,999-85-3725,S99993078,X35508150X,Mrs.,Bernadine674,Dahlia209,Gleichner915,,Weimann465,D,white,nonhispanic,F,South Hadley  Massachusetts  US,683 Boyer Terrace Suite 17,Braintree,Massachusetts,Norfolk County,25021,02184,42.21164577933619,-71.02690202254497,555358.86,514094.73,106817
3735d01b-06d6-20aa-fa38-c5af6361c392,1997-03-14,,999-24-9332,S99912303,X693373X,Mr.,Otha286,,Lind531,,,,white,nonhispanic,M,Worcester  Massachusetts  US,856 Sauer Landing Apt 13,Worcester,Massachusetts,Worcester County,25027,01545,42.32015694756809,-71.82820031072583,89603.73,261319.32,45739
7ee09137-df13-067c-0a77-c5f3bd465271,1949-03-02,,999-30-9066,S99936748,X16412085X,Mr.,Jeremiah751,,Effertz744,,,D,white,nonhispanic,M,Weymouth  Massachusetts  US,696 Lowe Parade Suite 0,Harwich,Massachusetts,Barnstable County,,00000,41.682010364865846,-70.03192865926836,218508.55,847941.39,187142
488326bf-cfae-648b-9bc8-c26455371d33,2003-03-10,,999-70-5837,S99915062,X33379742X,Mr.,Darwin703,Ignacio928,Pagac496,,,,white,nonhispanic,M,Norton  Massachusetts  US,112 Rice Club Apt 19,Chelsea,Massachusetts,Suffolk County,25017,02149,42.43619449844921,-70.95141283546418,4718.15,101962.68,13509
9162f266-1c35-6084-3e1a-d44f28d9da6b,1940-11-22,,999-44-8044,S99952432,X76564723X,Mrs.,Alena861,Anastasia959,Gerhold939,,Kreiger457,M,white,nonhispanic,F,Mashpee  Massachusetts  US,203 O'Reilly Wynd,East Harwich,Massachusetts,Barnstable County,25001,02645,41.738442936930504,-70.03593013584089,47140.42,1136501.36,93687
46243d27-0ae8-9fc0-0d55-733ee561c4bc,1998-03-29,,999-78-4776,S99951860,X59185156X,Ms.,Jamie386,,Kiehn525,,,,white,hispanic,F,Easton  Massachusetts  US,1063 Sawayn Mews,Boston,Massachusetts,Suffolk County,25017,02467,42.320278973671954,-71.03853059757596,20245.58,1271751.22,8541
8e6ebc1a-bc5e-e546-6dc3-c5ede16f1a23,1956-01-28,2020-12-20,999-83-7245,S99951973,X69703141X,Mrs.,Zina602,Adrienne302,Mann644,,Nicolas769,W,white,nonhispanic,F,Framingham  Massachusetts  US,516 Donnelly Trail,Braintree,Massachusetts,Norfolk County,25021,02184,42.190787133729145,-71.02631039669055,621329.98,100121.65,106817
0d2faf10-712d-b9e1-e672-b9856a500e4e,1954-01-30,,999-75-5283,S99943940,X70966586X,Mr.,Dustin31,Cleveland582,Swaniawski813,JD,,M,black,nonhispanic,M,Hamilton  Massachusetts  US,308 Rath Port,Somerville,Massachusetts,Middlesex County,25017,02138,42.429590688501705,-71.15550483056776,92431.64,1165359.20,134590
576535ef-01dd-6c8f-c72f-c2537acc1dc1,1957-04-16,,999-26-9572,S99979630,X38482008X,Mrs.,Carley868,Augustine565,Shanahan202,,Ondricka197,D,white,nonhispanic,F,Braintree  Massachusetts  US,881 Altenwerth Parade Apt 6,Winthrop,Massachusetts,Suffolk County,25025,02152,42.35082260758749,-70.95312884258801,937284.93,425104.47,83035
cc7dff4a-0aed-cbe4-93c3-2c4253ad65b3,1921-06-29,1977-04-18,999-59-6366,S99921905,X28098704X,Mrs.,Luanne915,,Koelpin146,,Frami345,M,white,nonhispanic,F,Novosibirsk  Novosibirsk Oblast  RU,242 Weissnat Throughway,Sterling,Massachusetts,Worcester County,,00000,42.46710820347595,-71.79624769898936,321649.22,1192398.31,146558
3b87ca95-504b-8aa0-48c5-62c1ab7f671b,1987-08-30,,999-27-6288,S99963102,X87554386X,Mrs.,Iona921,Bella510,Koss676,,Koss676,M,white,nonhispanic,F,Wellesley  Massachusetts  US,433 Kutch Manor Unit 29,Dalton,Massachusetts,Berkshire County,,00000,42.47267724417473,-73.18887353092751,146264.68,28513.12,64782
6cac20da-68d2-5969-1fa9-2105c83b8c4b,1950-11-29,,999-95-9514,S99927118,X81367725X,Mrs.,Adela471,Elisa944,Pagan507,,Frías523,M,white,hispanic,F,Panama City  Panama  PA,885 Terry Lane,Barnstable,Massachusetts,Barnstable County,25001,02672,41.72496392732922,-70.27385764116133,22464.02,672694.78,15548
66278ad6-37a1-df74-2c1c-cbe268f86134,1933-01-22,,999-53-2604,S99940630,X42687176X,Mr.,Jean712,,Aufderhar910,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,924 Ondricka Mill,Needham,Massachusetts,Norfolk County,25021,02494,42.23050994369651,-71.24188549917672,157838.58,215163.82,697027
9dddbe1a-4cea-c0be-61bc-429aa8c5f9f4,1956-01-28,,999-14-4418,S99957663,X81674225X,Mrs.,Lashonda618,Fern75,Gusikowski974,,Metz686,M,white,nonhispanic,F,Boston  Massachusetts  US,475 Halvorson Alley Apt 72,Braintree,Massachusetts,Norfolk County,25021,02184,42.2392142483551,-70.99116491211461,1493222.32,853750.06,106817
259c80f1-b29e-559d-3cab-d7ac46f7abe4,1987-02-05,,999-85-3553,S99962180,X21373145X,Mrs.,María Eugenia578,,Fajardo595,,Arce139,M,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,499 Jakubowski Wynd,Reading,Massachusetts,Middlesex County,25017,01867,42.557120666679715,-71.09675025488012,145801.71,358282.94,109466
dccf2bd6-eef1-dc92-620b-807976d2458b,1952-04-10,2015-12-06,999-29-9659,S99967784,X30571462X,Mr.,Nathanael908,Arnoldo445,Considine820,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,711 Fadel Haven,Danvers,Massachusetts,Essex County,25009,01937,42.61662821814014,-70.91858206463765,80756.01,91386.18,25565
1835ddfd-9aba-b3d0-1f42-46e17e0cb507,1993-12-11,,999-82-1603,S99921229,X55136108X,Mrs.,Charmaine338,Roxanna261,Kemmer137,,Schumm995,M,other,nonhispanic,F,Freetown  Massachusetts  US,420 Tromp Trace Apt 13,Plymouth,Massachusetts,Plymouth County,25023,02360,41.8358525896783,-70.63675803025085,159903.39,379905.06,46661
23ddb2cf-400f-aea7-35b0-d94d13bffc11,1969-12-08,,999-24-1250,S99959840,X54877144X,Mr.,Mathew182,Harold594,Kunze215,,,S,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,594 Crona Fork,Hingham,Massachusetts,Plymouth County,25023,02043,42.22202888698261,-70.92508377225003,26208.65,819680.14,777120
97a54acb-fc08-ad49-0713-b4f15431a71b,1974-04-15,,999-90-2254,S99929841,X79983869X,Mrs.,Cuc113,,Wintheiser220,,Ernser583,D,white,nonhispanic,F,Lexington  Massachusetts  US,496 Toy Park,Fitchburg,Massachusetts,Worcester County,25027,01420,42.586613555605396,-71.77556929029348,598304.20,24469.68,96039
0041c2da-0d7a-4798-3101-27b0b7851d07,1987-01-23,2016-05-03,999-27-5255,S99986558,X452546X,Mrs.,Staci390,Jeanett771,Carroll471,,Kub800,M,white,nonhispanic,F,Framingham  Massachusetts  US,782 Tromp Alley Suite 55,Canton,Massachusetts,Norfolk County,,00000,42.15769087353099,-71.17534332980922,156589.13,338033.45,67783
9e4764e2-d3f6-9a85-06b9-d1d4017d372c,1998-05-28,,999-35-5020,S99970551,X17313367X,Mr.,Owen89,,Cartwright189,,,,white,nonhispanic,M,Great Barrington  Massachusetts  US,869 Hamill Junction,Dartmouth,Massachusetts,Bristol County,,00000,41.57003632751253,-70.96849554005384,42782.35,59287.36,190040
fd1211c2-7f69-0c38-a42a-4ea17f9a956c,1952-04-10,1996-11-02,999-42-2242,S99949282,X86869315X,Mr.,Nick779,Elden718,Bradtke547,,,M,white,nonhispanic,M,Southbridge  Massachusetts  US,1039 Jacobson Trail Apt 11,Danvers,Massachusetts,Essex County,25009,01937,42.60674929911397,-71.02036698323116,46564.05,131259.27,25565
ffe7445c-d16c-870d-ecc7-427dad755df9,1921-06-29,2001-03-17,999-95-5688,S99991358,X19104286X,Mrs.,Otilia736,Wanda961,Kuhic920,,Collins926,M,white,nonhispanic,F,Novosibirsk  Novosibirsk Oblast  RU,819 Dickens Ramp Unit 28,Sterling,Massachusetts,Worcester County,,00000,42.43305007669133,-71.7381710919021,377560.36,1021694.32,146558
f334c921-643e-ed81-b233-da0915f55e4e,1995-11-27,,999-45-8072,S99964921,X63834370X,Mrs.,Onie555,Charis952,Lebsack687,,Luettgen772,M,other,nonhispanic,F,Methuen  Massachusetts  US,642 Murray Crossroad Unit 71,Belmont,Massachusetts,Middlesex County,25017,02138,42.39082800943527,-71.19437526790273,168585.85,327664.89,109009
fd9256b1-3714-e323-5dd5-bd3d164c7a32,1987-01-23,,999-66-1587,S99951319,X27545269X,Mrs.,Matilde468,Tammara379,Keeling57,,Gerhold939,M,white,nonhispanic,F,Waltham  Massachusetts  US,393 Roberts Walk Apt 30,Canton,Massachusetts,Norfolk County,,00000,42.18738742523453,-71.1188054094985,41672.07,833641.91,67783
b4fcf1aa-6a2c-9817-3146-7ad4c288b91f,1975-02-22,,999-39-3408,S99992331,X13655425X,Mr.,Young120,Delbert384,Rohan584,,,M,white,nonhispanic,M,Harwich  Massachusetts  US,755 Swaniawski Trailer,Pepperell,Massachusetts,Middlesex County,25017,01463,42.689885965573644,-71.64751326644223,162912.04,0.00,65686
5c973fc9-4bac-fea3-6cbe-770d2a82de85,2019-02-22,,999-87-1095,,,,Wenona350,,Cronin387,,,,white,nonhispanic,F,Cambridge  Massachusetts  US,197 Ruecker Extension,North Adams,Massachusetts,Berkshire County,25003,01247,42.644659216301434,-73.07128898057216,7392.79,7045.86,30769
e5096027-87ae-9397-52a0-ce9adc5c8747,1979-06-10,,999-62-6696,S99991344,X23641938X,Mrs.,Cassie490,Sharon747,Lubowitz58,,West559,M,white,nonhispanic,F,Cambridge  Massachusetts  US,505 Berge Dam Apt 28,Boston,Massachusetts,Suffolk County,25025,02119,42.35985847283128,-71.0925398958636,100990.82,693493.12,24417
42e8ab4e-b845-da3b-8389-8ab884547cfc,1952-04-10,2015-08-23,999-76-2532,S99999084,X40523776X,Mr.,Harold594,Dannie881,Gislason620,,,M,white,nonhispanic,M,Revere  Massachusetts  US,727 Cartwright Burg Unit 19,Danvers,Massachusetts,Essex County,25009,01937,42.63241051723213,-70.95259610751559,107965.42,243054.34,25565
47558ea1-3dc7-d0f8-965e-5d4d94eaa99e,2016-07-05,,999-33-7266,,,,Ali918,Katie634,Kovacek682,,,,black,nonhispanic,F,Boston  Massachusetts  US,1060 Osinski Burg Suite 49,Rockland,Massachusetts,Plymouth County,,00000,42.17364758246672,-70.86379727997613,14970.83,44766.31,142811
e1024386-745b-2eea-b13b-4c53d83aac01,1996-05-06,,999-70-1335,S99973082,X16378223X,Mrs.,María Elena653,,Preciado125,,Pulido715,M,white,hispanic,F,San Juan  Puerto Rico  PR,883 Schmeler Dale Apt 82,Boston,Massachusetts,Suffolk County,25025,02136,42.24874971870919,-71.07983450711647,147643.19,866394.86,64800
