Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
8377cb75-15f2-3c62-a214-844c35781f6b,77645e49-3f69-3d1d-bb93-dc65210e2fac,Vella930 Ankunding277,F,GENERAL PRACTICE,363 HIGHLAND AVE,FALL RIVER,MA,027205246,41.7093779,-71.1460783680883,378,0
0c61bd4c-380a-3b8a-bd4b-01a379a2aa67,6fafb5d4-ecca-37ab-8d24-53036a8cbf1e,Wilber603 Nikolaus26,M,GENERAL PRACTICE,320 WEST CENTER STREET  2ND FLOOR,WEST BRIDGEWATER,MA,02379,42.016080599999995,-71.02601589317304,14,0
8ec51be5-5c9e-3e2f-9a85-a9ee813a28f1,aa682136-a4df-3942-9f50-e6fcee6c0b73,Bradley693 Runolfsson901,M,GENERAL PRACTICE,501 CORDWAINER DRIVE,NORWELL,MA,020611630,42.1647071,-70.88149077838713,42,0
e9722bd2-ec5e-37e0-b66c-198f76672f87,d2284f74-b6da-3a15-9791-84cdf2db18fb,Donnell534 Mosciski958,M,GENERAL PRACTICE,331 E FALMOUTH HWY,E FALMOUTH,MA,025366039,41.57853245,-70.5617374807812,54,0
8f2b2d7d-9ef7-3d5e-888e-b94699fdd467,5becf220-2978-3f33-bd38-9326947f85de,Thad495 Leannon79,M,GENERAL PRACTICE,240 LYNNFIELD STREET,PEABODY,MA,019605055,42.5141736,-70.97106354209534,40,0
394723fd-e179-3568-adc7-7a82d377e527,ae88fd02-4911-3625-9e97-85b626ed3b0b,Cherrie404 Farrell962,F,GENERAL PRACTICE,476 VARNUM AVE,LOWELL,MA,018542122,42.6443795,-71.34721987550876,5,0
1253fb10-ac00-39d0-8511-a675e3152ab2,a58ec72a-cf43-3de5-88c1-de2fbec976a5,Blossom971 Bartoletti50,F,GENERAL PRACTICE,255 CENTRAL AVE,CHELSEA,MA,021503508,42.38804035,-71.02650270378646,4,0
04604074-33c5-3ff1-aa98-ceff2e99cf65,2f4e1b5e-e2ad-3081-80f5-4521124e9d28,Chasity985 Daniel959,F,GENERAL PRACTICE,171 HIGHLAND ST APT 303,TAUNTON,MA,027804446,41.8946107,-71.11113,81,0
10cdef68-aa17-3dc9-a5d9-4d45f4618c82,a418cf76-2ee3-3736-a752-29ee33e86015,Nicolas769 Kuhlman484,M,GENERAL PRACTICE,62 CENTER STREET,FAIRHAVEN,MA,027193823,41.63663425,-70.90101829397507,10,0
e83e94c0-37f0-3be0-825f-99761f214b2d,2936ca90-6594-357d-be14-53fe0ab84dd1,Avis183 Ankunding277,F,GENERAL PRACTICE,11 TREMONT ST,KINGSTON,MA,023641231,42.00823215,-70.72984043580247,274,0
699a5f7a-f8f1-3474-9e16-a02188456374,e3089df2-a1db-372a-b660-30392d8c197b,Isaiah615 Waters156,M,GENERAL PRACTICE,178 N MAIN ST,SHARON,MA,020671229,42.13301625,-71.17263163492832,86,0
a110e874-3d6f-3111-8098-3ffe6b39e352,77d67d58-b097-3309-a94c-abd49c432528,Martine382 Moore224,F,GENERAL PRACTICE,383 MILL ST,WORCESTER,MA,016022414,42.2618147,-71.85253220643622,1,0
5a9e0f7e-878c-30d9-afe0-a1c8527da698,42d4b607-f14d-370a-818e-40965685776c,Marchelle563 Hettinger594,F,GENERAL PRACTICE,3 WASHINGTON ST STE 220,NORTH EASTON,MA,023561034,42.0667665,-71.1036592,254,0
1552dbfb-d9d9-36e5-baec-30e6473feebd,ab701a70-a658-340e-8f69-ee196a7d40c6,Jolie499 Parisian75,F,GENERAL PRACTICE,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,369,0
410fe350-acfa-357d-ab5d-8806f598769b,41e77ca4-b0d7-3c1d-ac88-4ae5a705913d,Johnson679 Pfeffer420,M,GENERAL PRACTICE,20 CLAFLIN STREET,MILFORD,MA,017573356,42.137601149999995,-71.51680334935877,1,0
96a9d12f-d7d8-3995-ac18-1bd2f3dabc3f,11ba6a26-59b4-3728-a268-6dc9929962b4,Archie818 McCullough561,M,GENERAL PRACTICE,200 GOVERNORS AVENUE,MEDFORD,MA,021551644,42.42711615,-71.1121606632448,59,0
02b3e55c-fdf0-385a-986f-33419f5a650c,af2d050e-91a7-3acb-8b27-0bf6a259645e,Cecila397 Bernhard322,F,GENERAL PRACTICE,57 CITY HALL AVE,GARDNER,MA,014402614,42.5760669,-71.9934081,62,0
4414364e-d7c1-3e74-8a00-32203b9512bb,8a2e2731-3240-39d1-b4f0-cad14200937d,Carter549 Ritchie586,M,GENERAL PRACTICE,88 WASHINGTON ST,TAUNTON,MA,027802465,41.9062805,-71.09518121351795,360,0
b6dbbab5-8de6-336e-806a-2d17a6a96821,dcbd0460-9bcf-3e7d-a923-1d22bcc5a9bd,Salvador46 Dooley940,M,GENERAL PRACTICE,279 DALTON AVENUE  SUITE B,PITTSFIELD,MA,012013500,42.4606344,-73.22185917597403,38,0
ac6c9960-9551-35c5-94e9-0d61f9059813,88e28a1c-aad9-36d0-832b-b579ecb95c3d,Anthony633 Toy286,M,GENERAL PRACTICE,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,396,0
62993bc8-9bea-3d38-a1f9-38ae5ce3d0ca,bd6cec50-10de-3696-940b-4022618764ab,Lynn917 Graham902,F,GENERAL PRACTICE,40 MARTIN ST,MELROSE,MA,021763607,42.457050550000005,-71.07494593157304,1,0
fe853153-13c7-3d86-be73-8daecdb07326,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Cecil300 Fahey393,M,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,22,0
c96f0620-51f3-3aa3-bce7-47419697f278,592a8cbc-999b-3060-89e3-60925fa3c349,Voncile324 Hintz995,F,GENERAL PRACTICE,865 CENTRAL AVE,NEEDHAM,MA,024921316,42.2905133,-71.25420518075296,29,0
1b9593cf-c656-3b07-aca9-ca46e831cdb0,05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,Kurt412 Howe413,M,GENERAL PRACTICE,1 LOVE LN,SOUTH DENNIS,MA,026603445,41.699084799999994,-70.13271830347861,1,0
c39df415-c614-350a-9734-32b726740e01,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Shaquita282 Klocko335,F,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,1,0
bfa9ab36-4338-39a0-b676-06dc6360f21c,b871b2a6-3276-3f10-82e8-2af2fa7beec3,Mohamed943 Mertz280,M,GENERAL PRACTICE,32 CENTRAL AVE,WORCESTER,MA,016081604,42.04519139999999,-71.8892867,23,0
3e1f6b23-4fdb-38db-aa13-c8b1b6967f3e,59d1f454-5701-3f71-8fe7-94f785e15062,Lourdes258 Lesch175,F,GENERAL PRACTICE,57 OLD ROAD TO 9 ACRE CORNER,WEST CONCORD,MA,017423317,42.4566859,-71.3942316,1,0
146a09c6-0e77-3dc7-9f0e-ced3675e816f,75f0d4cd-dbbb-3037-b6ad-2e99665728c7,Norah104 Friesen796,F,GENERAL PRACTICE,70 FULTON ST,BOSTON,MA,021091402,42.362439499999994,-71.05377386223965,160,0
4ae285a0-8a10-3f80-86f3-16f160a5873b,fa564970-fde4-332c-91d9-c0747b032d3e,Jeremy766 Hudson301,M,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,44,0
161308c1-3831-3412-94f7-7f9785ccf5c4,a3a72023-3f37-3d77-be82-62085a912993,Horace32 Bradtke547,M,GENERAL PRACTICE,311 STATE STREET,SPRINGFIELD,MA,011051140,42.10500795,-72.58124154847081,62,0
09b46d5e-452a-37f7-b1a6-2c754f056329,1311c44a-85cb-3aea-a143-e5d7892ced8b,Kathrine376 Reinger292,F,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,161,0
f4eec16e-4f84-36b8-9337-a0446b97135c,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Dana512 Schuster709,M,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,33,0
4266bfed-720d-356a-b5b2-d5efb9e3aba2,4bf8af75-4da2-331d-b94e-9975a887face,Teresa94 Otero621,F,GENERAL PRACTICE,57 PROSPECT ST,NANTUCKET,MA,025542799,41.27514065,-70.10108985970798,45,0
c2577e61-bbb2-338b-b8eb-c86257056f80,4846e68f-845b-38e6-aa40-48196bf9ff0e,Adriana394 Coronado577,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,2,0
74050a37-7e89-39af-8350-d3778f4990df,667b46fe-0afa-3f70-a311-bbe3d52db050,Mickey576 Borer986,F,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,34,0
3b290e59-d470-3a76-80a8-36ccce828d91,0ff7cb48-0c93-31cf-9442-0b034084d588,Erlene813 Kreiger457,F,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,6,0
cb204261-1f88-3efd-a73c-8d7b5a0ed41f,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Tambra47 Heaney114,F,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,15,0
dba3c971-abd8-3a61-af0e-94535b4408c8,9a9bf61e-44d3-32fd-a027-7138369b1716,Sharen57 Weissnat378,F,GENERAL PRACTICE,194 ROCKDALE AVE,WEYMOUTH,MA,021882519,42.2212188,-70.9391625,28,0
0125c9b6-7ecf-3f66-a30b-3c12dad7d8f0,f945589f-88aa-366b-9e9d-2418d091112d,Ulysses632 Ziemann98,M,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,66,0
e880576b-14f0-379b-bb0c-05a3b45f8bfd,775df862-d2d1-3a68-9814-043f6aa6ea66,Kimberlee228 Barrows492,F,GENERAL PRACTICE,770 CONVERSE ST,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,5,0
cd8f2de7-93be-3a77-b05e-edc3926dea11,fe675917-7b09-3afd-a6e6-128cc4de4734,Chery887 Kohler843,F,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,25,0
dba77854-3314-3f59-b038-570a789fb3ed,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Laverna97 Rippin620,F,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,21,0
9e3f9fe3-b6da-36e5-9af3-27892e4e53d0,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Tristan353 Baumbach677,M,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,6,0
36db31fa-31b1-37c8-bb58-04348cf045b2,5d4da50c-8593-304f-b266-57d8f7d634a2,Hugh686 Klein929,M,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,3,0
5e4fb522-5ddf-3fbc-9958-90fd241bb800,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Elinore878 Pacocha935,F,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,3,0
eea064b8-bc1b-36bf-be77-0c966f0783ac,643eac8e-1620-3b6a-b9f3-664b003d22cd,Luis923 Serrato62,M,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,339,0
cda73e4d-8916-3c12-853e-74b5e7ab6b5a,8e3ca57f-6f74-3d61-9803-ab1424290216,Concha418 Mann644,F,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,14,0
4d46ab7c-26b2-3b60-b29d-82e0639baf56,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,1053,0
aa18cb06-21b6-3458-b02e-27a1c281b4c9,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Óscar156 Zaragoza109,M,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,11,0
057ad886-37cf-3f1c-924f-4ab40274492b,40c01d75-1542-3e0b-8e5f-78d3031beba1,Broderick767 Reynolds644,M,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,68,0
e65931d4-8be0-36d7-a938-c199afffd234,8fed5af6-8e61-33f5-9835-e5d3ac5fdd4a,Thersa321 Farrell962,F,GENERAL PRACTICE,11 SAINT ANTHONY ST,CHICOPEE,MA,010132141,42.1813162,-72.61495050899758,1,0
e2369e99-d535-3186-a62b-532c1143e57d,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Jean712 Block661,F,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,123,0
65acd424-a93d-3eaf-89d6-fb50fa2b98a7,cce87420-edd2-3473-9d82-5633f05186a7,Loise968 Keebler762,F,GENERAL PRACTICE,121 NORTHBORO RD E,MARLBOROUGH,MA,017521844,42.3420796,-71.58749123634463,1,0
3beaaa75-0349-3b8d-b25b-0b1b4b858943,fa61a21b-27de-3ba7-bc4a-0d7145bf72a6,Tamesha39 Rodriguez71,F,GENERAL PRACTICE,100 CUMMINGS CTR,BEVERLY,MA,019156126,42.559237100000004,-70.88594445364896,22,0
73a58aff-29e0-3226-9360-73277ae2340f,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Dinah304 Kub800,F,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,51,0
b17d2fd4-a287-368c-84c5-343d12aea118,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,17,0
d7e776cf-3d62-3c9c-b196-9710adc85f2c,93c3d861-e05d-33b9-91eb-1768470229d7,Phoebe31 Thiel172,F,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,164,0
7035d078-afa2-3580-9cf4-4ad81570d64d,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Delmer311 Nolan344,M,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,52,0
43573c10-4a35-300d-9f61-d96cca222a7a,c272e12f-e154-3fee-b05d-b7c0cab2657d,Trinidad33 King743,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,337,0
e8c0b960-1abd-3ee9-8989-cbc18cfe8b35,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Luther918 Rippin620,M,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,20,0
9b1552e7-83b3-356b-a867-5390d0721fb3,8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Krystal150 Pollich983,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,912,0
52e38124-9a90-331b-8616-e797eafdae13,b66db758-a205-3227-9cfb-bf19d2c1962d,Jamal145 Stroman228,M,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,25,0
c9bfe8b4-1f2f-3629-89b5-93b9c5c1d8f4,b99b7849-2b53-33fb-8ce2-e3a95f17ae51,Diego848 Pouros728,M,GENERAL PRACTICE,910 BOSTON POST ROAD SUITE 320,MARLBOROUGH,MA,017523761,42.355106,-71.47654,22,0
f9df99ae-8312-3fe9-b7aa-072201c440bf,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Carolynn568 Von197,F,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,119,0
fda99db4-ac40-312f-a410-5b4129aec64a,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Sparkle906 Bernhard322,F,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,372,0
3d7a09d3-9fcd-38ac-8864-9fac714324d8,0ddb0329-b59d-3187-874c-602c649249c8,Eldon28 Cassin499,M,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,1058,0
bd17c863-ba55-3acd-9c47-a4b51be3942d,1e3ca321-fbbb-3546-b9ea-c3761a20324a,Noe500 Howe413,M,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,91,0
684e7c7a-e9e5-3c2a-aeca-d9877bdb1a9c,764bf964-6ab7-30eb-885b-3d713ca43265,Wayne846 Wilderman619,M,GENERAL PRACTICE,ROUTE 6   P O BOX 1430,WELLFLEET,MA,026677402,41.936423,-70.021074,188,0
b22eb07d-1e83-367f-b9e9-662ef27f9707,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Shelby741 Rolfson709,M,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,27,0
d4719449-68f0-39c9-817c-e2336807f7b0,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Royce974 Kohler843,F,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,107,0
3c61c38b-ca5f-30fc-916c-7aeea9a0c69e,5f7663da-4b19-3629-b8f2-fb07d75421d9,Buck819 Johnson679,M,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,101,0
c9488339-889e-3971-8159-b40fb841130a,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,49,0
ed09c971-7070-3414-b6f7-17d7901cff64,5fa5e611-be3d-3ebb-8f71-124325f6005f,Rachele486 Nikolaus26,F,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,28,0
756fa82c-585e-3b2d-b883-69ed5c50234c,bff65303-97b4-3841-950a-1c9e9e735de0,Omar359 Schimmel440,M,GENERAL PRACTICE,100 AMITY ST,FALL RIVER,MA,027212202,41.6737661,-71.16934217317342,2,0
2eb735d4-7db8-3047-b2bf-52b9784b487c,bb3d48eb-0c30-34f4-8950-790fc984741b,Denis399 Frami345,M,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,59,0
0b37d57a-b745-395e-bdb1-702ae633947f,bf556284-7513-3620-a10e-5393183a9a87,Jesus702 Roob72,M,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,408,0
8e7ada2e-96e6-3030-83dd-5844e38f926b,9fd71acd-3535-353d-975f-ed7dbf5f9961,Yvette315 Herzog843,F,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,55,0
4ba24ec2-dd10-3121-ae83-4886d9e3be50,6a21521e-d3c1-3ba8-a7ae-453b5a930285,Wilmer32 Klocko335,M,GENERAL PRACTICE,168 INDUSTRIAL DR,NORTHAMPTON,MA,010602379,42.335726,-72.63284732269418,8,0
2455017d-666d-3746-91c6-468fea233ec7,2b84e56e-08b4-3078-b3ea-4d159208e065,Verda448 Bahringer146,F,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,294,0
7a90b716-e446-38c3-94ae-e6ffed39477e,05137a62-1a8f-34ff-8baf-a0c35c238ea0,Houston994 Olson653,M,GENERAL PRACTICE,750  ATTUCKS LANE,HYANNIS,MA,026011950,41.676027500000004,-70.29727035,47,0
6a33979c-8f52-314c-8619-d2b6d55eac6c,7b9a19b2-d900-3f93-a47b-4b88491fb57b,Francis500 Witting912,M,GENERAL PRACTICE,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,4,0
a3e50e50-959e-3db3-a5c1-a9c674009743,4ffa4412-1493-3beb-b8f0-6614dde953a4,Harland508 Ryan260,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,876,0
b787c4b3-91d6-34b8-9ff4-562f6b645904,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Olinda137 Paucek755,F,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,124,0
fb693764-d31d-3403-b818-59823d8415e0,a14e698d-a9ba-3eae-9c8b-682ec726433d,Karla801 Cummerata161,F,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,634,0
bdde33c0-cde9-3283-94fd-0eba436a598d,69eae27b-7445-3652-bd34-b535abe0b011,Hong136 Schneider199,F,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,45,0
07e3552a-6201-3914-a809-2f6aede4dd68,dd9914b0-9491-3330-a890-d34e95e497ea,Assunta351 Haley279,F,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,337,0
613c7483-9c6c-34eb-acba-7b09f998cd2f,c3a898a1-c269-39b4-80d7-accb96a03bbc,Brock407 Friesen796,M,GENERAL PRACTICE,32 CHESTNUT ST,EAST LONGMEADOW,MA,010282803,42.0532618,-72.50214900582449,1,0
c8daa7c3-0b7b-3e12-9820-211085bdc749,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Ferdinand55 Moen819,M,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,8,0
ace75097-fdb1-3369-b5c8-f3493c021d73,7f26da64-69ab-3db4-b285-c48c9836a653,Lupe126 Hansen121,M,GENERAL PRACTICE,500 WENTWORTH AVE,LOWELL,MA,018524937,42.631409,-71.283668,3,0
001a799e-42c1-33a1-b4bc-d215be946655,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos263 Cronin387,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,12,0
21706e56-a02f-3638-ab33-88e5cc30d08d,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Clemente531 Schamberger479,M,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,69,0
5f6a0725-5155-3247-99ec-412a133ea648,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Zachery872 Pagac496,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,2633,0
76b49f1e-79ca-3ef3-8437-2f4bae9263fd,1c42af32-f17e-32ec-b007-4ff8e2de493e,Ivette731 Wunsch504,F,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,13,0
f261bf0b-5282-3147-91e9-a7cf5b6835d3,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Venice604 Rogahn59,F,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,288,0
4c6ed099-4d20-3865-9dfa-461ae4194849,65eda534-1bdc-3192-8d02-1c3764447790,Alonso270 Hand679,M,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,199,0
7bc73dc4-f04f-3f54-8c1d-bddad96470ae,14932db8-e179-331d-98ad-dc1c352cb6d3,Patricio639 Mota271,M,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,1,0
ec98a3d3-1172-3f69-8c01-76c5657a8f94,d613e441-68e8-3502-8adb-3f770a1276bf,Emmaline88 Witting912,F,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,300,0
560aeff9-2c75-3a28-a1d8-ec6dcd1d406a,6c064003-fa5a-38a5-b48c-36c5a9643e2b,Alysia661 Franecki195,F,GENERAL PRACTICE,2343 WASHINGTON ST,ROXBURY,MA,021193200,42.329843,-71.084608,23,0
255b4a9d-728d-3b42-93a5-9faad23f6a6a,de29a374-221b-3cb4-8051-a02c1a35e5b7,Gwyneth692 Marvin195,F,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,240,0
33b04b19-1678-32ca-bc34-5cc93d70bb8a,b0b89e26-30e3-35d4-af87-29fb529579cf,Julian715 Jakubowski832,M,GENERAL PRACTICE,391 HANOVER ST,FALL RIVER,MA,027205432,41.71019285,-71.14377103194548,1,0
